Longitude,Latitude,Source,Name,Type,Responsable,Street,City,Telephone,Mobile,Mail,Site Web,Label,Products,Horaires
6.7690227,46.5187518,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-6-les-jardins-du-closy/,Les jardins du Closy,Magasins en ville,Laetitia Roset-Forney,Ch. des Envers 2,Puidoux,-,079 253 55 43,l.roset@bluewin.ch,http://,PER,"Ail,Ail des ours,Aneth,Artichauts,Asperges blanches,Asperges vertes,Aubergines,Basilic,Betteraves à salade,Bettraves à salade cuites,Brocoli,Carottes,Carottes de couleurs,Carottes en bottes,Carottes nouvelles,Cassis,Cerfeuil,Cerfeuil,Tubereux,Choux,Choux blancs,Choux chinois,Choux de Bruxelles,Choux-fleurs,Choux frisés,Choux nouveaux,Choux,Pak-choï,Choux pointus,Choux raves,Choux romanesco,Choux rouges,Ciboulette,Coloquintes,Concombres,Concombres Nostranis,Coriandre,Cornichons,Courges,Courges musquée de Provence,Courges rouge d’estampes,Courgesttes,Courgesttes jaunes,Courgesttes rondini,Cresson,Crônes,Céleri branche,Céleri pomme,Côtes de bette,Côtes de bette rouge,Côtes de bette à tondre,Dent de lion,Echalotes,Endives,Epinards,Epinards à salade,Estragon,Fenouil,Fleurs,Sapins de Noël,Fraises,Fraises des bois,Fraises mara des bois,Framboises,Fruits de saison,Fruits frais,Fèves,Griottes,Haricots,Haricots,Borlotti,Haricots coco,Haricots fins,Haricots jaunes,Haricots rames,Haricots verts,Herbes aromatiques,Tisanes,Herbes à maggi,Kiwis,Laitues de Morges,Laitues romaines,Laurier,Légumes de saison,Légumes frais,Maïs sucrés,Menthe,Mesclun,Mirabelles,Monarde,Myrtilles,Mûres,Navets,Noix,Oeufs,Oeufs de poule,Oignons,Oignons bottes,Oignons doux,Oignons rouges,Palla rossa,Panais,Pastèques,Persil,Persils tubéreux,Physallis,Poireaux,Poireaux blanchis,Poireaux nouveaux,Poireaux verts,Poires,Poires conférence,Poires Williams,Pois,Pois croquants,Pois mange-tout,Pois à écosser,Poivrons,Pommes,Pommes Boskoop,Pommes Braeburn,Pommes de terre,Pommes de terre Agria,Pommes de terre Bintje,Pommes de terre charlotte,Pommes de terre Félicia,Pommes de terre nouvelles,Pommes de terre nouvelles charlottes,Pommes de terre Victoria,Pommes de terre virgule ratte,Pommes de terre virgules,Pommes Gala,Pommes Gravenstein,Pommes Maigold,Pommes Pinova,Pommes Primerouge,Potimarrons,Pourpier,Pourpier d’hiver,Pruneaux,Prunes,Pâtissons,Pâtissons jaunes,Radis,Radis blancs,Radis noir,Raiforts,Raisin de table,Raisinets,Rampon,Raves,Raves bottes,Reines-Claudes,Rhubarbe,Romarin,Roquettes,Roquette vivace,Salades,Salades batavia,Salades feuilles de chêne,Salades iceberg,Salades lollo,Salades orientales Mizuna,Salades orientales Red Giant,Salades pain de sucre,Salades pain de sucre,Salades pommées,Salades scaroles,Salades scaroles frisées,Salades trévises,Salades Vérone,Salades à tondre,Salanova feuille de chêne verte,Salanova pommées rouges,Salanova pommées vertes,Sauge,Scorsonères,Thym,Tomates,Tomates cerises,Tomates charnues,Tomates coeur de boeuf,Tomates en grappes,Tomates roses de Berne,Tomates San Marzano,Topinambour,Verveine",Côté Potager r. d'Italie 59 à Vevey Mardi mercredi jeudi: 9h-12h30 et 14h-18h30 Samedi:9h-16h Fermé lundi et dimanche.
6.468843,46.556231,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-14-familles-chauvet-gay/,Familles Chauvet - Gay,Marché ou magasin à la ferme,Familles Chauvet - Gay,La Condemine 5,Colombier,021 869 93 45,-,dominique@condemine.ch,http://,PER IP-Suisse,"Ail,Alcools forts,Asperges vertes,Aubergines,Basilic,Betteraves à salade,Boulangerie,Bricelets,Brocoli,Carottes,Carottes de couleurs,Carottes en bottes,Cassis,Cerfeuil,Cerises,Charcuterie,Choux blancs,Choux chinois,Choux de Bruxelles,Choux-fleurs,Choux nouveaux,Choux,Pak-choï,Choux pointus,Choux raves,Choux romanesco,Choux rouges,Ciboulette,Coloquintes,Concombres,Confitures,Coriandre,Courges,Courges musquée de Provence,Courges rouge d’estampes,Courgesttes,Cresson,Céleri branche,Céleri pomme,Côtes de bette,Dent de lion,Eaux-de-vie,Echalotes,Epinards,Epinards à salade,Estragon,Fenouil,Fleurs,Sapins de Noël,Framboises,Fruits en conserve,Fruits frais,Groseilles,Haricots,Haricots coco,Haricots jaunes,Haricots rames,Herbes aromatiques,Tisanes,Herbes à maggi,Jus de fruits,Jus de pomme pasteurisé,Jus de raisin,Kiwis,Laitues de Morges,Laitues romaines,Laurier,Liqueurs,Légumes frais,Melons,Meringues,Mirabelles,Myrtilles,Jostas,Nashis,Navets,Oeufs,Oeufs de poule,Oignons,Oignons rouges,Pain,Palla rossa,Persil,Persils tubéreux,Poires,Poires Beurré Bosc,Poires conférence,Pommes,Pommes Boskoop,Pommes Braeburn,Pommes Gala,Pommes Golden,Pommes Pinova,Potimarrons,Poulets fermiers,Pourpier,Pâtisserie et confiserie,Radis,Radis blancs,Raiforts,Raisinets,Reines-Claudes,Rhubarbe,Romarin,Roquettes,Salades,Salades batavia,Salades feuilles de chêne,Salades iceberg,Salades lollo,Salades orientales Mizuna,Salades orientales Red Giant,Salades pain de sucre,Salades pommées,Salades scaroles,Salades trévises,Salades Vérone,Salades à tondre,Salami,Saucisses aux choux,Saucisse à rôtir,Saucisson,Sauge,Scorsonères,Sirops,Thym,Tisanes,Tomates,Tomates cerises,Tomates charnues,Tomates coeur de boeuf,Tomates roses de Berne,Topinambour,Tresse,Viande de porc,Viandes fumées,Vin blanc,Vin rosé,Vin rouge,Vins,Volaille",Vendredi: 16h-19h Samedi: 10h-12h.
6.9549871,46.3011855,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-54-domaine-de-la-perrole/,Domaine de la Perrole,Marché ou magasin à la ferme,Pierre-Alain Schweizer,Chemin des Iles,Aigle,079 479 78 56,-,palain1969@bluewin.ch,http://www.pourlaperrole.ch,Bio Suisse Demeter,"Ail,Aneth,Asperges vertes,Aubergines,Avoine,Basilic,Betteraves à salade,Blés,Brocoli,Cardons,Cardons épineux,Carottes,Carottes en bottes,Carottes nouvelles,Cerfeuil,Tubereux,Choux,Choux blancs,Choux chinois,Choux de Bruxelles,Choux-fleurs,Choux frisés,Choux,Pak-choï,Choux pointus,Choux raves,Choux rouges,Choux à choucroute,Ciboulette,Concombres Nostranis,Coriandre,Courges musquée de Provence,Courgesttes,Courgesttes jaunes,Céleri branche,Céleri pomme,Céréales,Côtes de bette,Echalotes,Epautres,Epinards,Farine,Fenouil,Framboises,Fromages à pâte dure,Fruits frais,Fèves,Haricots,Haricots jaunes,Haricots rames,Haricots verts,Herbes aromatiques,Tisanes,Herbes à maggi,Huile de colza,Huiles,Laitues de Morges,Lentilles,Légumes frais,Légumes secs,Maïs sucrés,Melons,Menthe,Miel,Mûres,Navets,Oignons,Oignons bottes,Orge perlé,Panais,Pastèques,Persil,Persils tubéreux,Poireaux,Poireaux nouveaux,Poireaux verts,Polenta,Pommes de terre,Pommes de terre Agria,Pommes de terre charlotte,Pommes de terre Félicia,Pommes de terre nouvelles,Pommes de terre virgule ratte,Potimarrons,Produits de la ruche,Produits laitiers de vache,Radis,Radis blancs,Radis noir,Raiforts,Raisinets,Rampon,Raves,Rhubarbe,Romarin,Salades,Salades batavia,Salades feuilles de chêne,Salades iceberg,Salades pain de sucre,Salades pommées,Salades scaroles,Salades trévises,Salades à tondre,Salanova pommées vertes,Sarasin,Sauge,Thym,Tomates,Tomates cerises,Tomates charnues,Tomates en grappes,Tomates roses de Berne,Tomates San Marzano,Topinambour",Jeudi et vendredi de 16h30 à 18h30.
6.5407835,46.5227358,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-56-famille-challandes/,Famille Challandes,Marché ou magasin à la ferme,Famille Challandes,Casino 14 La Maugettaz,Yvonand,076 416 85 96,-,info@domaine-challandes.ch,http://www.domaine-challandes.ch,PER IP-Suisse,"Alcools forts,Aneth,Aubergines,Basilic,Betteraves à salade,Bois de feu,Boulangerie,Carottes,Carottes de couleurs,Carottes en bottes,Cerfeuil,Choux rouges,Ciboulette,Concombres,Confitures,Coriandre,Cornichons,Courgesttes,Courgesttes jaunes,Courgesttes à l’aigre doux,Céréales,Côtes de bette,Eaux-de-vie,Echalotes,Epinards,Epinards à salade,Estragon,Fenouil,Fruits en conserve,Fruits frais,Haricots,Herbes aromatiques,Tisanes,Herbes à maggi,Huile de noix,Huile de tournesol,Huiles,Jus de fruits,Jus de pomme pasteurisé,Laitues de Morges,Laurier,Légumes en conserve,Légumes frais,Menthe,Miel,Mirabelles,Monarde,Oeufs,Oeufs de poule,Oignons,Orge perlé,Pain,Persil,Persils tubéreux,Pesto,Poireaux,Poires à botzi,Poivrons,Pommes,Pommes Boskoop,Pommes Chantecler,Pommes de terre,Pommes de terre Agria,Pommes de terre Bintje,Pommes de terre charlotte,Pommes Diwa,Pommes Elstar,Pommes Gala,Pommes Golden,Pommes Idared,Pommes Maigold,Pommes Mairac,Pommes Topaz,Produits de la ruche,Pâtissons,Pâtissons jaunes,Radis noir,Raiforts,Raisinée,Romarin,Salades iceberg,Salades scaroles,Salades à tondre,Sauces,Sauge,Thym,Tomates,Verveine",Du 1er septembre au 31 mars Mercredi Jeudi et Vendredi de 13 h 30 à 18 h Samedi: 14h-17h.
6.6867846,46.6028181,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-78-fruits-du-paradis/,Fruits du Paradis,Vente directe en libre-service,Tellenbach André,Ferme Pré-de-Vers Rte de Genève 38,Rolle,021 825 37 05,-,info@fruits-du-paradis.ch,http://www.fruits-du-paradis.ch,PER,"Alcools forts,Asperges vertes,Confitures,Courges,Fleurs,Sapins de Noël,Fleurs à cueillir,Fraises,Fraises mara des bois,Fruits en conserve,Fruits frais,Jus de fruits,Jus de pomme pasteurisé,Liqueurs,Légumes frais,Myrtilles,Oeufs,Oeufs de poule,Pommes,Pommes de terre,Pommes de terre Agria,Pommes de terre charlotte,Pommes de terre nouvelles,Pommes à chair rouge,Hidden,Heart,Potimarrons,Sirops",7 jours sur 7 et 24 heures sur 24 A la ferme. Distributeur automatique A Commugny sur la rte de Divonne (sortie de Commugny direction l'autoroute): Courges Halloween en septembre et octobre.
6.6429454,46.7779226,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-75-la-ferme/,La Ferme,Magasins en ville,La Ferme,Plaine 15,Yverdon-les-Bains,024 425 66 56,-,info@lafermeyverdon.ch,http://www.lafermeyverdon.ch,PER,"Alcools forts,Assortiment viande de boeuf,Assortiment viande de porc,Biscuits,Boulangerie,Bricelets,Caramels,Charcuterie,Confitures,Coulis de fruits,Céréales,Dinde de Noël,Eaux-de-vie,Epautres,Farine,Fruits de saison,Fruits en conserve,Fruits frais,Herbes aromatiques,Tisanes,Huile de colza,Huile de noix,Huile de tournesol,Huiles,Jus de fruits,Jus de pomme pasteurisé,Jus de raisin,Lentilles,Liqueurs,Légumes de saison,Légumes en conserve,Légumes frais,Légumes secs,Meringues,Miel,Mousseux,Moutarde,Oeufs,Pain,Pesto,Poisson,Polenta,Pommes de terre,Poulets,Produits de la ruche,Produits laitiers de brebis,Produits laitiers de chèvre,Produits laitiers de vache,Pâtes,Pâtisserie et confiserie,Raisinée,Sauces,Sauces diverses,Sirops,Sorbets,Tisanes,Tresse,Viande de boeuf,Viande de porc,Viandes diverses,Vinaigre,Vinaigre et condiments,Vin blanc,Vin rosé,Vin rouge,Volaille",Lundi: 14h-18h30 Mardi-vendredi: 8h30-12h15 et 14h-18h30 Samedi: 8h30-17h Possibilité de livraisons à vélo sur Yverdon-les-Bains (3.--).
6.3938804,46.4703242,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-47-panier-gourmand/,Panier Gourmand,Marché ou magasin à la ferme,Pierre Heuberger,Ch. Pierre Louis Matthey 1,Signy,022 362 09 09,-,panier.gourmand@bluewin.ch,http://,PER,"Alcools forts,Boulangerie,Charcuterie,Fromages mi-dur,Fromages à pâte dure,Fromages à pâte molle,Fruits de saison,Fruits frais,Huiles,Jus de fruits,Lentilles,Légumes de saison,Légumes frais,Légumes secs,Meringues,Mousseux,Oeufs,Pain,Produits laitiers de vache,Pâtisserie et confiserie,Saucisses,Tommes,Tresse,Vins,Yogourts",-
6.5149933,46.6596541,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-67-les-miels-brunet/,Les Miel Brunet,Magasins en ville,François Brunet,Grand-rue 10,La Sarraz,078 696 40 92,-,francoisbrunet@mielsbrunet.ch,http://www.mielsbrunet.ch,-,"Alcools forts,Caramels,Gelée royale,Hydromels,Meringues,Pollen,Produits de la ruche,Propolis,Pâtisserie et confiserie",Points de vente et marchés disponibles sur le site Internet.
6.3403278,46.5608359,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-100-jusdepommecom-cidrech/,jusdepomme.com / cidre.ch,Vente directe sur rendez-vous,Jobin Philippe et Laurence,Rte du Dauphin 1,Echichens,021 803 24 41,-,info@jusdepomme.com,http://www.jusdepomme.com,-,"Alcools forts,Cidre,Eaux-de-vie,Fruits frais,Huile de colza,Huiles,Jus de fruits,Jus de pomme pasteurisé,Mousseux,Pommes Boskoop,Pommes Gala,Pommes Golden,Prunes,Spiritueux,Vinaigre,Vinaigre et condiments",Boissons.
6.240606,46.4791959,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-110-famille-renaud/,Famille Renaud,Vente directe en libre-service,Renaud Cédric et Jasmine,Rte de Mollenson 2,Le Vaud,022 366 01 66,-,cjrenaud@bluewin.ch,http://,PER Suisse-Garantie,"Alcools forts,Confitures,Cosmétiques,Cosmétiques divers,Courges,Eaux-de-vie,Fruits en conserve,Huile de colza,Huile de noix,Huiles,Jus de fruits,Jus de pomme pasteurisé,Légumes frais,Miel,Oeufs,Oeufs de poule,Pommes de terre,Produits de la ruche,Raisinée,Savons,Sirops",-
6.599808,46.6622668,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-52-famille-rochat/,Famille Rochat,Vente directe sur rendez-vous,Famille Rochat,Rte de Saint-Denis 10,Chavannes-Le-Veyron,021 861 06 68,-,-,http://,PER,"Alcools forts,Cosmétiques,Fruits en conserve,Huile de noix,Huiles,Liqueurs",Pour tous les produits.
6.5945347,46.5659249,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-85-liqueurs-et-sirops-du-grand-pere-cornut/,Liqueurs et sirops du Grand-Père Cornut,Vente directe sur rendez-vous,Liqueurs et sirops du Grand-Père Cornut,Ponteille 12,Randogne,027 481 93 94,-,yves@grandperecornut.com,http://www.grandperecornut.com,-,"Alcools forts,Eaux-de-vie,Fruits en conserve,Liqueurs",Liqueurs eaux-de-vie sirops sucres.
6.9537326,46.3170722,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-53-mange-maurice-et-loraine/,Mange Maurice et Loraine,Autocueillette,Mange Maurice et Loraine,En Barutel,Gollion,021 861 06 92,079 692 78 45,mmange@bluewin.ch,http://www.lafraise.ch,PER Suisse-Garantie,"Alcools forts,Fraises,Fruits frais,Vins de fruits",-
6.8639494,46.6917509,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-46-pichonnat-olivier/,Pichonnat Olivier,Autocueillette,Pichonnat Olivier,-,Lovatens,021 906 81 25,079 310 67 84,olivier@vin-de-fruits.ch,http://www.vin-de-fruits.ch,PER,"Alcools forts,Framboises,Fruits frais,Myrtilles,Mûres,Vinaigre,Vinaigre et condiments,Vins de fruits",Vinaigre et vins de fruits.
6.479152,46.5292394,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-25-viande-edith-et-christian/,Viande Edith et Christian,Marché ou magasin à la ferme,Viande Edith et Christian,R. du Village 3A,Clarmont,021 800 37 95,-,ceviande@hotmail.ch,http://,PER,"Aneth,Basilic,Beurre,Cerises,Ciboulette,Courges musquée de Provence,Courges rouge d’estampes,Crème,Fleurs,Sapins de Noël,Fromages mi-dur,Fruits frais,Herbes aromatiques,Tisanes,Huile de colza,Huile de tournesol,Huiles,Jus de fruits,Jus de pomme pasteurisé,Légumes frais,Miel,Oeufs,Oeufs de poule,Plantons,Pommes,Pommes Boskoop,Pommes Gala,Pommes Golden,Poulets,Produits de la ruche,Produits laitiers de vache,Pruneaux,Raisin de table,Sérac,Thym,Vin blanc,Vin rosé,Vin rouge,Vins,Volaille",Du lundi au samedi de 8h30 à11h30 et de 13h30 à 18h30.
6.4711642,46.5267473,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-44-guettinger-ernst-et-marlies/,Güttinger Ernst et Marlies,Marché ou magasin à la ferme,Güttinger Ernst et Marlies,Ch. de l'Haut des champs 2,Ferreyres,021 866 03 40,-,e.guttinger@bluewin.ch,http://www.guttingerfleurs.ch,-,"Aneth,Basilic,Cerfeuil,Ciboulette,Coloquintes,Coriandre,Dahlia,Estragon,Fleurs,Sapins de Noël,Fleurs coupées,Fleurs en pot,Fleurs à cueillir,Herbes aromatiques,Tisanes,Herbes à maggi,Laurier,Monarde,Plantons,Romarin,Sapins de Noël,Sauge,Thym,Tournesol,Verveine",A La Saraz Av. de la Gare 1 A Lutry Pl. des Halles 3 A Lausanne Pl. de la Sallaz 6 Service fleuriste fleurop mariages services mortuaires cultures florales.
6.38065,46.693749,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-33-gruenenfelder-erwin/,Grünenfelder Erwin,Vente directe sur rendez-vous,Grünenfelder Erwin,Rte du Plâne 13,Vaulion,021 843 39 73,-,erwineugen@bluewin.ch,http://,Bio Suisse,"Aneth,Basilic,Cerfeuil,Ciboulette,Coriandre,Cosmétiques,Cosmétiques divers,Estragon,Herbes aromatiques,Tisanes,Herbes à maggi,Laurier,Menthe,Monarde,Persil,Romarin,Sauge,Thym,Tisanes,Verveine",Par téléphone.
7.017902,46.204123,http://www.biovaud.ch/,Ferme de l'Aronia,-,Tschabold Jean-Luc,Route de la Chaussée 3,1174 Montherod,079 352 62 93,-,info@aronia-bio.ch,www.aronia-bio.ch,-,"Aronia (fruits secs),Elixir d'aronia,Aronia fruits secs et Elixir,",1er jeudi du mois 16 à 19h sur RDV sauf jour de fête
6.4310497,46.5525369,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-60-baud-roseline/,Baud Roseline,Vente directe en libre-service,Roseline Baud,Rte de Cottens 24,Apples,079 635 95 77,-,rbaud_ch@yahoo.fr,http://www.lesjardinsduflon.ch,PER,"Artichauts,Choux raves,Choux rouges,Céleri branche,Dahlia,Fleurs,Sapins de Noël,Fleurs à cueillir,Légumes frais,Oeufs,Oeufs de poule,Piments,Pommes de terre,Pommes de terre Agria,Pommes de terre charlotte,Pommes de terre Félicia,Pommes de terre nouvelles charlottes,Tournesol",Pommes de terre oeufs.
6.4388387,46.5417036,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-103-lattion-ruppen/,Lattion-Ruppen,Marché ou magasin à la ferme,Lattion-Ruppen,Pré-Géroux 4,Muraz,024 472 75 20,-,pascal.lattion@netplus.ch,http://www.lattion-ruppen.ch,PER,"Asperges blanches,Carottes,Carottes nouvelles,Charcuterie,Demi ou quart de bête Agneau,Demi ou quart de bête boeuf,Légumes frais,Merguez,Oignons,Pommes de terre Agria,Pommes de terre charlotte,Pommes de terre Félicia,Pommes de terre nouvelles,Viande de boeuf,Viande d’Agneau",De mars à mai: saison des asperges lundi au vendredi: 10h à 12h et 13h30 à 18h samedi 10h à 12 h et 13h30 à 17 h.
6.4241928,46.549633,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-73-marche-vaney/,Marché Vaney,Marché ou magasin à la ferme,Marché Vaney,Rue du village 32,Cugy,079 955 24 00,-,marchevaney@gmail.com,http://www.marchevaney.com,Bio Suisse PER,"Assortiment viande de boeuf,Assortiment viande de porc,Beurre,Biscuits,Boeuf broutard,Boulangerie,Bricelets,Caramels,Charcuterie,Chipolata,Confitures,Céréales,Farine,Fleurs,Sapins de Noël,Fleurs en pot,Fromages de brebis à pâte molle,Fromages de chèvre à pâte dure,Fromages de chèvre à pâte mi-dure,Fromages mi-dur,Fromages à pâte dure,Fromages à pâte molle,Fruits de saison,Fruits en conserve,Fruits frais,Gâteaux,Huile de colza,Huile de noix,Huile de tournesol,Huiles,Jambon blanc,Jus de pomme pasteurisé,Lentilles,Légumes de saison,Légumes frais,Légumes secs,Merguez,Meringues,Miel,Moutarde,Oeufs,Oeufs de poule,Pesto,Pommes de terre,Produits de la ruche,Produits laitiers de chèvre,Produits laitiers de vache,Pâtisserie et confiserie,Pâtisseries,Raisinée,Sapins de Noël,Sauces,Saucisses aux choux,Saucisse à rôtir,Saucisson,Sirops,Viande de boeuf,Viande de porc,Viandes fumées,Viandes séchées,Vinaigre,Vinaigre et condiments,Yogourts",Vendredi: 15h-19h Samedi: 8h-12h.
6.8602324,46.5102411,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-64-selffruits-perroud/,Selffruits Perroud,Vente directe en libre-service,Familles Perroud,Rte de Rombuet 148,Attalens,079 664 81 92,-,-,http://www.selffruitsperroud.ch,PER,"Assortiment viande de boeuf,Assortiment viande de porc,Bois de feu,Brocoli,Carottes,Cassis,Charcuterie,Choux-fleurs,Ciboulette,Courges musquée de Provence,Courges rouge d’estampes,Courgesttes,Côtes de bette,Côtes de bette rouge,Demi ou quart de bête boeuf,Demi ou quart de bête porc,Fraises,Framboises,Fruits frais,Groseilles,Haricots,Jus de pomme pasteurisé,Laitues de Morges,Légumes de saison,Légumes frais,Miel,Mûres,Oignons,Poireaux,Potimarrons,Pruneaux,Prunes,Pâtissons,Raisinets,Rampon,Rhubarbe,Salades batavia,Salades feuilles de chêne,Salades lollo,Salades pommées,Salami,Salanova pommées vertes,Tomates,Tomates cerises,Tomates charnues,Tomates coeur de boeuf,Tomates roses de Berne,Viande de boeuf,Viande de porc",Consultez notre site internet ou écoutez notre bulletin de récolte au 079 660 33 65.
6.4750356,46.6139223,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-95-boucherie-chanson/,Boucherie Chanson,Vente directe en libre-service,Boucherie Chanson,Rte d'Ittens 26,La Chaux,079/604 26 16,-,info@boucheriechanson.com,http://www.boucheriechanson.com,PER,"Assortiment viande de boeuf,Assortiment viande de porc,Bricelets,Cailles,Canard,Carottes,Cervelas,Charcuterie,Chipolata,Confitures,Céréales,Demi ou quart de bête boeuf,Demi ou quart de bête porc,Dinde,Farine,Huile de colza,Huile de noix,Huiles,Jambon blanc,Jus de fruits,Jus de pomme pasteurisé,Lapins,Légumes en conserve,Légumes frais,Merguez,Meringues,Miel,Moutarde,Oeufs,Oeufs de caille,Oeufs de poule,Pommes de terre,Pommes de terre Bintje,Pommes de terre nouvelles,Poulets,Produits de la ruche,Pâtes,Pâtisserie et confiserie,Raisinée,Salami,Saucisses,Saucisses aux choux,Saucisse à rôtir,Saucisson,Schübling,Terrines,Veau,Viande de boeuf,Viande de porc,Viande d’Agneau,Viandes diverses,Viandes fumées,Viandes séchées,Vinaigre et condiments,Volaille,Wienerli",-
6.5067202,46.6479491,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-108-ferme-iseli/,Ferme Iseli,-,de Raad-Iseli Christina,Rte de Dizy 1,La Sarraz,021 866 66 01,079 762 87 11,de_raad_iseli@bluewin.ch,http://www.ferme-iseli.ch,Bio Suisse,"Assortiment viande de boeuf,Boeuf broutard,Boulangerie,Céréales,Huile de lin,Huiles,Lentilles,Lin,Légumes secs,Meringues,Naturabeef,Oeufs,Oeufs de poule poules à bouillir,Poulets,Pâtes,Pâtisserie et confiserie,Tresse,Viande de boeuf,Volaille",A la Ferme ouvert tous les jours 24h/24. Viande de boeuf poules et poulets sur rendez-vous.
7.5120408,46.3114983,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-112-les-saveurs-epicuriennes/,Les Saveurs Epicuriennes,Vente directe en libre-service,Rufer Pascal et Rosalba,Ruelle de l'Eglise 4,Colombier,021 869 75 40,079 775 89 49,singarella@hotmail.com,http://www.les-saveurs-epicuriennes.ch,PER IP-Suisse Suisse-Garantie,"Assortiment viande de boeuf,Boeuf broutard,Demi ou quart de bête boeuf,Jus de fruits,Jus de pomme pasteurisé,Miel,Oeufs,Oeufs de poule,Produits de la ruche,Raisinée,Viande de boeuf",Tous les produits sauf la viande de boeuf sur commande. Ouvert 7j/7 - 24h /24.
6.632544,46.521994,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-81-la-ferme-en-croix/,La Ferme En Croix,Marché ou magasin à la ferme,Rudolf et Caroline Steiner,Rue de Croix 11,Vullierens,021 869 94 86,076 306 19 34,info@lafermeencroix.ch,http://www.lafermeencroix.ch,PER,"Assortiment viande de porc,Charcuterie,Chipolata,Côtelettes de porc,Demi ou quart de bête porc,Emincés de porc,Epaules de porc,Filets de porc,Filets mignons,Fricassée de porc,Huile de colza,Huiles,Jambons,Lards,Oeufs,Oeufs de poule,Poulets,Ragoûts de porc,Rôtis de porc,Salami,Saucisses aux choux,Saucisse à rôtir,Tranches de cou,Travers de porc,Viande de porc,Viandes fumées,Viandes séchées,Volaille",-
6.0077763,46.1446225,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-72-jardins-de-cocagne/,Jardins de Cocagne,Marché en ville,Jardins de Cocagne,-,Athenaz/Seregnin,022 756 34 45,-,cocagne@cocagne.ch,http://www.cocagne.ch,-,"Aubergines,Betteraves à salade,Brocoli,Carottes,Carottes de couleurs,Carottes en bottes,Carottes nouvelles,Cassis,Cerfeuil,Tubereux,Choux blancs,Choux à choucroute,Cornichons,Cosmétiques,Céleri branche,Céleri pomme,Fruits de saison,Fruits frais,Groseilles,Légumes frais,Pommes",Plainpalais (GE) Mardi et vendredi matin Rive r. du Chesal (GE) Samedi matin Sur notre stand la production des Jardins de Cocagne est complétée par d'autres produits biologiques pain miel confitures huile vinaigre fruits et autres légumes.
6.4440075,46.5284787,http://www.marchepaysan.ch/site/fr/trouver-un-producteur/par-produits/-13-la-ferme-aux-saveurs-d-autrefois/,La Ferme aux saveurs d'autrefois,Vente directe en libre-service,"Maryline, Laurence et Olivier Cretegny",Rue de la Poste 5,Bussy-Chardonney,021 800 40 84,-,etable@ferme-aux-cretegny.ch,http://www.ferme-aux-cretegny.ch,PER,"Beurre,Biscuits,Boulangerie,Bricelets,Caramels,Cervelas,Charcuterie,Chipolata,Crème,Céréales,Côtelettes de porc,Escalopes,Fromages de chèvre à pâte molle,Fromages à pâte dure,Fromages à pâte molle,Fruits de saison,Fruits frais,Gâteaux,Huile de colza,Huile de noix,Huile de tournesol,Huiles,Jambon blanc,Jambons,Jus de pomme pasteurisé,Lait de vache,Légumes de saison,Légumes frais,Merguez,Meringues,Miel,Moutarde,Oeufs,Oeufs de poule,Pain,Produits laitiers de vache,Pâtes,Pâtisserie et confiserie,Pâtisseries,Raisinée,Salami,Saucisses,Saucisses aux choux,Saucisse à rôtir,Schübling,Sérac,Terrines,Tommes,Tranches de cou,Tresse,Viande de porc,Viandes fumées,Vinaigre,Vinaigre et condiments,Vin blanc,Vin rouge,Vins,Volaille,Wienerli,Yogourts",7j/7 de 8 h à 21 h.
